carbon source,,glucose,glucose,glucose,glucose,glucose,glucose,glucose,citric acid,citric acid,citric acid,citric acid,citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,malic acid,malic acid,malic acid,malic acid
y000005,"1,3-beta-glucan synthase",4.15021308523013,3.952747992130752,4.129051499461435,4.129406167282593,4.119796850368387,4.129051499461362,4.150213085230113,3.295204923001639,3.234008942231589,3.295204923001664,3.2679552783792083,3.2369879465968867,3.2952049230017026,3.2952049230017026,2.2334181645460163,2.171476094224221,2.2265414009381472,2.230383072038066,2.179776719910728,2.2265414009381232,2.2334181645459927
y000006,"1,6-beta-glucan synthase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000007,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,1.3912379085256155,1.325043494530807,1.3841441040097224,1.384262996053961,1.3810417527848726,1.3841441040096976,1.3912379085256097,1.104621355841999,1.084107187882843,1.1046213558420073,1.095486707135046,1.0851058122227388,1.1046213558420204,1.1046213558420204,0.7486883088398877,0.7279240361159337,0.7463830743801716,0.7476708825858068,0.7307065788149212,0.7463830743801636,0.7486883088398798
y000008,1-acyl-sn-gylcerol-3-phosphate acyltransferase,0.31972689001193366,0.3045144421674441,0.3180966296212987,0.3181239527579948,0.3173836637778815,0.3180966296212929,0.31972689001193233,0.25385819965070705,0.19923712009387104,0.20300721201003813,0.19704133670111673,0.19517416168534432,0.19868435380008823,0.19868435380008823,0.13466392990939796,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0
y000009,1-acyl-sn-gylcerol-3-phosphate acyltransferase,0.12679467683181825,0.12076184860090391,0.12614816149098967,0.12615899707722125,0.1258654193237012,0.12614816149063035,0.12679467683181767,0.10067300996990652,0.14871001187655417,0.1515239976105781,0.15455808272876048,0.15309348146595525,0.15584685582053226,0.15584685582053226,0.10562960629467986,0.23362918675366875,0.23955366497386846,0.2399669904980299,0.23452225135329444,0.23955366497386593,0.24029353620407526
y000010,1-phosphatidylinositol-3-phosphate 5-kinase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000012,1-pyrroline-5-carboxylate dehydrogenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000013,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000014,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000015,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000016,2-aceto-2-hydroxybutanoate synthase,1.9740537891241843,1.880129282780199,1.963988255689471,1.9641569538603498,1.9595862708434002,1.9639882556894357,1.974053789124176,1.567368140046082,1.538260199022953,1.5673681400460915,1.5544068141781058,1.5396771659917239,1.5673681400461097,1.5673681400461097,1.062328005786327,1.0328651863807166,1.059057064998892,1.060884360425807,1.036813388859008,1.0590570649988784,1.0623280057863163
y000017,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000018,2-aminoadipate transaminase,3.139685550321322,2.9903008592789835,3.1236765590489686,3.1239448694731284,3.116675306960456,3.123676559048912,3.1396855503213086,2.4928617084542415,2.446566221303173,2.49286170845426,2.4722470282642255,2.4488198735296947,2.4928617084542894,2.4928617084542894,1.689607399679206,1.642747486910283,1.6844050462363334,1.6873113161058075,1.6490270089471872,1.6844050462363154,1.6896073996791883
y000019,2-dehydropantoate 2-reductase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000020,2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,3.9857086028031152,3.796070551899069,3.9653858114873137,3.965726421127564,4.861640224330532,3.965385811487242,3.985708602803099,3.164590911331133,3.1058205923130053,3.1645909113311452,3.13842137719769,3.8198657308652018,3.1645909113311554,3.1645909113311554,2.1448908307304917,2.0854039953592154,2.138286645521574,2.14197604200253,2.572284645693067,2.1382866455215392,2.1448908307304677
y000021,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000022,2-hexaprenyl-6-methoxyphenol monooxygenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000023,2-isopropylmalate hydratase,-3.957507834387055,-3.7692115621450655,-3.937328836406035,-3.937667036072416,-3.928503904881293,-3.937328836405964,-3.9575078343870387,-3.142199937901904,-3.0838454466126817,-3.1421999379019265,-3.1162155655665833,-3.0866861280119804,-3.1421999379019647,-3.1421999379019647,-2.12971471636211,-2.0706487784108654,-2.123157258878729,-2.1268205511393545,-2.078563984331634,-2.12315725887871,-2.1297147163620913
y000024,2-isopropylmalate synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142199937901904,0.0,3.142199937901922,3.1162155655665815,0.0,3.1421999379019647,3.1421999379019647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000025,2-isopropylmalate synthase,3.957507834387055,3.7692115621450655,3.937328836406035,3.937667036072416,3.928503904881293,3.937328836405964,3.9575078343870387,0.0,3.083845446612683,0.0,0.0,3.0866861280119804,0.0,0.0,2.129714716362111,2.0706487784108654,2.123157258878729,2.1268205511393554,2.078563984331634,2.12315725887871,2.1297147163620913
y000027,2-methylcitrate dehydratase,3.139685550321322,2.9903008592789835,3.1236765590489686,3.1239448694731284,3.116675306960456,3.123676559048912,3.1396855503213086,2.4928617084542415,2.446566221303173,2.49286170845426,2.4722470282642255,2.4488198735296947,2.4928617084542894,2.4928617084542894,1.689607399679206,1.642747486910283,1.6844050462363334,1.6873113161058075,1.6490270089471872,1.6844050462363154,1.6896073996791883
y000028,2-methylcitrate synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000029,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,3.957507834387055,3.7692115621450655,3.937328836406035,3.937667036072416,3.928503904881293,3.937328836405964,3.9575078343870387,0.0,0.0,0.0,0.0,3.0866861280119804,0.0,0.0,0.0,0.0,0.0,0.0,2.078563984331633,0.0,0.0
y000030,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.142199937901905,3.0838454466126817,3.1421999379019265,3.1162155655665833,0.0,3.1421999379019647,3.1421999379019647,2.129714716362111,2.070648778410866,2.12315725887873,2.126820551139355,8.881784197001252e-16,2.12315725887871,2.1297147163620913
y000032,"3',5'-bisphosphate nucleotidase",1.8330499470438855,1.745834334010185,1.8237033802830804,1.8238600285846107,1.8196158229260146,1.8237033802830476,1.833049947043878,1.4554132728999314,1.4283844705213138,1.4554132728999423,1.4433777560225272,1.429700225563744,1.45541327289996,1.45541327289996,0.9864474339444467,0.9590891016392371,0.983410131784686,0.9851069061096784,0.9627552896547948,0.9834101317846751,0.9864474339444362
y000033,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000034,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000035,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000036,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000037,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000038,"3,4-dihydroxy-2-butanone-4-phosphate synthase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000039,3-dehydroquinate dehydratase,3.9857086028031152,3.796070551899069,3.9653858114873137,3.965726421127564,4.861640224330532,3.965385811487242,3.985708602803099,3.164590911331133,3.1058205923130053,3.1645909113311452,3.13842137719769,3.8198657308652018,3.1645909113311554,3.1645909113311554,2.1448908307304917,2.0854039953592154,2.138286645521574,2.14197604200253,2.572284645693067,2.1382866455215392,2.1448908307304677
y000040,3-dehydroquinate synthase,3.9857086028031152,3.796070551899069,3.9653858114873137,3.965726421127564,4.861640224330532,3.965385811487242,3.985708602803099,3.164590911331133,3.1058205923130053,3.1645909113311452,3.13842137719769,3.8198657308652018,3.1645909113311554,3.1645909113311554,2.1448908307304917,2.0854039953592154,2.138286645521574,2.14197604200253,2.572284645693067,2.1382866455215512,2.144890830730466
y000041,3-dehydrosphinganine reductase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000042,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000045,3-hydroxy-L-kynurenine hydrolase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000057,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),0.0032816086603520925,0.0031254713376834614,0.0032648760151362433,0.003265156453988311,0.003257558285663424,0.003264876015136184,0.0032816086603520787,0.002605546460118063,0.002557158279475731,0.0026055464601180602,0.0025839999351690572,0.0025595138034746616,0.002605546460118113,0.002605546460118113,0.001765982671358542,0.0017170045513829318,0.0017605451560916386,0.001763582797989508,0.001723567926463629,0.0017605451560910974,0.0017659826713583018
y000058,"3-hydroxyanthranilate 3,4-dioxygenase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000060,3-isopropylmalate dehydratase,-3.957507834387055,-3.7692115621450655,-3.937328836406035,-3.937667036072416,-3.928503904881293,-3.937328836405964,-3.9575078343870387,-3.142199937901904,-3.0838454466126817,-3.1421999379019265,-3.1162155655665833,-3.0866861280119804,-3.1421999379019647,-3.1421999379019647,-2.12971471636211,-2.0706487784108654,-2.123157258878729,-2.1268205511393545,-2.078563984331634,-2.12315725887871,-2.1297147163620913
y000061,3-isopropylmalate dehydrogenase,3.957507834387055,3.7692115621450655,3.937328836406035,3.937667036072416,3.928503904881293,3.937328836405964,3.9575078343870387,3.142199937901904,3.0838454466126817,3.1421999379019265,3.1162155655665833,3.0866861280119804,3.1421999379019647,3.1421999379019647,2.12971471636211,2.0706487784108654,2.123157258878729,2.1268205511393545,2.078563984331634,2.12315725887871,2.1297147163620913
y000062,3-methyl-2-oxobutanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000063,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000064,3-methyl-2-oxopentanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000065,3-phosphoshikimate 1-carboxyvinyltransferase,3.9857086028031152,3.796070551899069,3.9653858114873137,3.965726421127564,4.861640224330532,3.965385811487242,3.985708602803099,3.164590911331133,3.1058205923130053,3.1645909113311452,3.13842137719769,3.8198657308652018,3.1645909113311554,3.1645909113311554,2.1448908307304917,2.0854039953592154,2.138286645521574,2.14197604200253,2.572284645693067,2.1382866455215392,2.1448908307304677
y000066,4-amino-4-deoxychorismate synthase,0.0,0.0,0.0,0.0,0.9051422298657612,0.0,0.0,0.0,0.0,0.0,0.0,0.7111842147676248,-3.863576125695545e-14,-3.863576125695545e-14,2.220446049250313e-15,5.3734794391857577e-14,8.881784197001252e-16,-5.1958437552457326e-14,0.47890904152058944,-1.0658141036401503e-14,8.881784197001252e-16
y000067,4-aminobenzoate synthase,0.0,0.0,0.0,0.0,0.9051422298657612,0.0,0.0,0.0,0.0,0.0,0.0,0.7111842147676248,0.0,0.0,0.0,0.0,0.0,0.0,0.47890904152058944,0.0,0.0
y000068,4-aminobutyrate transaminase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.918716223592735e-15,5.83743244718547e-15
y000069,4-hydroxy-L-threonine synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000072,4-methyl-2-oxopentanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000073,4PP-IP5 depyrophosphorylation to IP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000074,"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000075,5'-methylthioadenosine phosphorylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000076,5'-nucleotidase (CMP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000077,5'-nucleotidase (IMP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000078,5'-nucleotidase (UMP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000079,5'-phosphoribosylformyl glycinamidine synthetase,2.3002426771365294,2.190798264268046,2.288513934128426,2.2887105076639958,2.2833845736924956,2.288513934129729,2.3002426771368123,1.8263570660443342,1.7924393842900574,1.8263570660441668,1.8112540353779516,1.794090488181175,1.8263570660436175,1.8263570660436175,1.2378650619803324,1.2035338624158425,1.2340536371675273,1.23618287141024,1.2081344583514373,1.234053637167757,1.2378650619805303
y000080,"5,10-methylenetetrahydrofolate reductase (NADPH)",1.995683778499302,1.9007301279215192,1.9855079555768114,1.9856785021976484,1.9810577375539273,1.9855079555767756,1.9956837784992936,1.584542016666299,1.555115135775098,1.5845420166663018,1.5714386716991617,1.5565476286533764,1.5845420166663295,1.5845420166663295,1.0739680855068716,1.0441824377800597,1.0706613045539515,1.0725086219179012,1.0481739012769364,1.07066130455394,1.0739680855068603
y000081,5-aminolevulinate synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000082,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000083,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000084,5-formethyltetrahydrofolate cyclo-ligase,9.947598300641403e-14,1.7319479184152442e-14,3.8902214782865485e-13,5.022648963404208e-13,1.4210854715202004e-14,0.0,0.0,-3.3520398396321345e-13,0.0,0.0,0.0,0.0,-7.105427357601002e-15,-7.105427357601002e-15,7.105427357601002e-15,0.0,-9.237055564881302e-14,-4.263256414560601e-14,0.0,0.0,0.0
y000085,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000086,5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000087,5-methylthioribose-1-phosphate isomerase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000088,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000089,"5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000090,6-phosphofructo-2-kinase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000091,6-phosphogluconolactonase,17.820014824993923,3.3217872896784684e-13,0.0,25.09792535951577,18.620238872530553,0.0,17.82001482499374,0.0,0.0,0.0,37.30298108694484,1.0658141036401503e-14,7.105427357601002e-15,7.105427357601002e-15,9.967585443078226,0.0,0.0,14.176662745944435,12.657544108061227,-2.7755575615628914e-14,9.967585443078288
y000092,6PP-IP5 depyrophosphorylation to IP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000093,"6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000095,acetaldehyde condensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000096,acetohydroxy acid isomeroreductase,6.70238262688354,6.383486564868009,6.668207744317109,6.6687805147734736,6.6532619576730685,6.668207744316988,6.702382626883511,5.321588018346928,5.222759628111263,5.321588018346968,5.277581230995188,5.22757056834333,5.321588018347031,5.321588018347031,3.6068565148840532,3.506823228045005,3.5957508921152863,3.601954995160002,3.5202283155070186,3.5957508921152477,3.6068565148840155
y000097,acetolactate synthase,6.70238262688354,6.383486564868009,6.668207744317109,6.6687805147734736,6.6532619576730685,6.668207744316988,6.702382626883511,5.321588018346928,5.222759628111263,5.321588018346968,5.277581230995188,5.22757056834333,5.321588018347031,5.321588018347031,3.6068565148840532,3.506823228045005,3.5957508921152863,3.601954995160002,3.5202283155070186,3.5957508921152477,3.6068565148840155
y000099,acetyl-CoA ACP transacylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000100,acetyl-CoA C-acyltransferase (palmitoyl-CoA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000101,acetyl-CoA C-acyltransferase (tetracosanoyl-CoA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000102,acetyl-CoA C-acyltransferase (myristoyl-CoA),0.005469347767253487,0.005209118896139101,0.005441460025227071,0.00544192742331385,0.005429263809439039,0.005441460025226972,0.005469347767253463,0.0043425774335301036,0.0042619304657926516,0.004342577433530115,0.004306666558615113,0.004265856339124436,0.004342577433530188,0.004342577433530188,0.002943304452264237,0.0028616742523056263,0.0029342419268195683,0.0029393046633158465,0.002872613210772812,0.0029342419268190145,0.002943304452263984
y000103,acetyl-CoA C-acetyltransferase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664391951524125,0.0,0.9664391951524207,0.9584472416222082,0.9493649405504971,0.9664391951524315,0.9664391951524315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
