carbon source,,glucose,glucose,glucose,glucose,glucose,glucose,glucose,citric acid,citric acid,citric acid,citric acid,citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,malic acid,malic acid,malic acid,malic acid
xPOOL_FA_LP,Fatty acids pool,-2.7755575615628914e-17,-1.3877787807814457e-17,0.0,-5.551115123125783e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,3.3306690738754696e-16,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,1.6653345369377348e-16
xPOOL_FA_MI,Fatty acids pool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xPOOL_FA_MM,Fatty acids pool,-2.7755575615628914e-17,-0.0,-0.0,2.7755575615628914e-17,-0.0,-0.0,-2.7755575615628914e-17,-0.0,-5.551115123125783e-17,-0.0,5.551115123125783e-17,-5.551115123125783e-17,-0.0,-0.0,-0.0,-5.551115123125783e-17,-5.551115123125783e-17,-0.0,-5.551115123125783e-17,-5.551115123125783e-17,-0.0
y000001,(R)-lactate:ferricytochrome-c 2-oxidoreductase,0.0,-0.002552283124619634,-5.204170427930421e-17,-3.642919299551295e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,-6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,6.938893903907228e-18
y000002,(R)-lactate:ferricytochrome-c 2-oxidoreductase,8.673617379884035e-19,0.0,-4.336808689942018e-19,-8.673617379884035e-19,8.673617379884035e-19,0.0,-8.673617379884035e-19,-8.673617379884035e-19,-2.6020852139652106e-18,3.0357660829594124e-18,-2.6020852139652106e-18,-3.469446951953614e-18,-3.0357660829594124e-18,-3.0357660829594124e-18,-8.673617379884035e-19,4.336808689942018e-19,-1.734723475976807e-18,3.0357660829594124e-18,1.3010426069826053e-18,2.6020852139652106e-18,0.0
y000004,(S)-lactate:ferricytochrome-c 2-oxidoreductase,8.673617379884035e-19,0.0,-4.336808689942018e-19,8.673617379884035e-19,-8.673617379884035e-19,0.0,-8.673617379884035e-19,-8.673617379884035e-19,-2.6020852139652106e-18,3.0357660829594124e-18,-2.6020852139652106e-18,-3.469446951953614e-18,-3.0357660829594124e-18,-3.0357660829594124e-18,-8.673617379884035e-19,4.336808689942018e-19,-1.734723475976807e-18,3.0357660829594124e-18,1.3010426069826053e-18,2.6020852139652106e-18,0.0
y000005,"1,3-beta-glucan synthase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000006,"1,6-beta-glucan synthase",-0.09520828880569054,-0.05031420596924424,-0.09882610404329745,-0.09473096607251669,-0.09451052278413252,-0.09882610404329001,-0.09520828880569016,-0.23344604576584072,-0.2273645749009719,-0.23344604576584171,-0.2323630369030566,-0.22932171260425976,-0.2334460457658431,-0.2334460457658431,-0.22918075468072718,-0.22555420500634343,-0.2279777782516631,-0.22886931063386656,-0.22367637267164825,-0.22797777825166227,-0.22918075468072602
y000007,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000008,1-acyl-sn-gylcerol-3-phosphate acyltransferase,5.551115123125783e-17,-8.673617379884035e-18,4.85722573273506e-17,2.7755575615628914e-17,-7.632783294297951e-17,2.7755575615628914e-17,-6.938893903907228e-18,5.551115123125783e-17,9.71445146547012e-17,2.7755575615628914e-17,-4.163336342344337e-17,-2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-16,-2.7755575615628914e-17,1.1102230246251565e-16,-8.326672684688674e-17,1.3877787807814457e-17,8.326672684688674e-17,-1.3877787807814457e-17
y000009,1-acyl-sn-gylcerol-3-phosphate acyltransferase,0.0,-5.551115123125783e-17,-4.440892098500626e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,0.0,1.1102230246251565e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,-2.220446049250313e-16,0.0,0.0,0.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
y000010,1-phosphatidylinositol-3-phosphate 5-kinase,-0.012046118309092302,-0.012187816170109556,-0.011452043006797474,-0.011985725603923303,-0.011957834272553036,-0.011452043006797918,-0.01204611830909208,-0.005956471876042091,-0.006005614960052252,-0.005956471876042091,-0.005829674104411708,-0.005851237819051391,-0.005956471876042091,-0.005956471876042091,-0.005749834950509847,-0.006175281220513806,-0.005625562074381474,-0.005742021240898065,-0.005611737455801791,-0.005625562074381474,-0.005749834950509847
y000012,1-pyrroline-5-carboxylate dehydrogenase,-6.938893903907228e-18,1.3877787807814457e-17,6.938893903907228e-18,-1.3877787807814457e-17,1.3877787807814457e-17,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000013,"2,3-diketo-5-methylthio-1-phosphopentane degradation reaction",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.553649124439119e-18,8.205734749679538e-18,4.863481329053141e-18,0.0,0.0,0.0
y000014,"2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000015,"2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)",-2.168404344971009e-19,-8.673617379884035e-19,0.0,-2.168404344971009e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5178830414797062e-18,-2.735244916559846e-18,-1.6211604430177136e-18,0.0,0.0,0.0
y000016,2-aceto-2-hydroxybutanoate synthase,0.0,0.0,0.0,-3.469446951953614e-18,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0
y000017,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,-0.00669352749162372,-0.004688823866418074,-0.006363424526837069,-0.006659969774360173,-0.006644471720255454,-0.006363424526837129,-0.0066935274916237455,-0.011912943752084116,-0.012011229920104902,-0.011912943752084215,-0.011659348208823883,-0.011702475638102894,-0.011912943752084182,-0.011912943752084182,-0.011499669901019582,-0.012350562441028057,-0.011251124148763197,-0.01148404248179491,-0.011223474911603457,-0.011251124148762837,-0.011499669901019915
y000018,2-aminoadipate transaminase,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000019,2-dehydropantoate 2-reductase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,-7.589415207398531e-19,-1.367622458279923e-18,-8.105802215088568e-19,0.0,0.0,0.0
y000020,2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,2.6020852139652106e-18,-3.2959746043559335e-17,1.9081958235744878e-17,3.5561831257524545e-17,-2.688821387764051e-17,-1.734723475976807e-18,0.0,1.431146867680866e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,1.3877787807814457e-17,-1.3877787807814457e-17
y000021,"2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase",-6.830473686658678e-18,1.4094628242311558e-17,7.26415455565288e-18,-1.3769367590565906e-17,1.5287250632045613e-17,1.8431436932253575e-18,-6.5052130349130266e-18,6.071532165918825e-18,2.3418766925686896e-17,-2.3852447794681098e-18,1.6263032587282567e-17,2.7755575615628914e-17,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,-6.938893903907228e-18,-2.7755575615628914e-17,0.0
y000022,2-hexaprenyl-6-methoxyphenol monooxygenase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000023,2-isopropylmalate hydratase,1.5178830414797062e-18,-8.673617379884035e-19,2.6020852139652106e-18,-1.0842021724855044e-18,-3.469446951953614e-18,1.734723475976807e-18,-1.734723475976807e-18,-8.673617379884035e-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
y000024,2-isopropylmalate synthase,-0.0160577724524058,-0.022812691051412676,-0.013144713930931204,-0.015091491508699555,-0.159881493356694,-0.01314471393093641,-0.016057772452405337,-3.642919299551295e-17,-0.002001871653350751,0.0,2.220446049250313e-16,-0.2727430983219044,0.0,0.0,-0.0057498349505087365,-0.006175281220513916,-0.003750374716253277,-0.005742021240896731,-0.2734262957964828,-0.00375037471625439,-0.005749834950510291
y000025,2-isopropylmalate synthase,-2.2442984970449942e-17,2.168404344971009e-19,5.2366964931049864e-17,-1.8973538018496328e-17,1.0083080204115191e-17,1.22514845490862e-17,4.336808689942018e-19,-0.001985490625347381,7.892991815694472e-17,-0.0019854906253474794,-0.0019432247014695377,2.7755575615628914e-17,-0.0019854906253474747,-0.0019854906253474747,-4.163336342344337e-17,1.3877787807814457e-17,-1.3877787807814457e-17,-1.3877787807814457e-17,-6.245004513516506e-17,1.3877787807814457e-17,-1.3877787807814457e-17
y000027,2-methylcitrate dehydratase,-2.6020852139652106e-18,0.0,1.734723475976807e-18,-8.673617379884035e-19,-8.673617379884035e-19,1.734723475976807e-18,0.0,-4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000028,2-methylcitrate synthase,-8.565197162635485e-18,-3.2526065174565133e-18,1.0733601507606494e-17,2.959871930885427e-17,3.144186300207963e-18,-8.565197162635485e-18,4.206704429243757e-17,-3.642919299551295e-17,2.3418766925686896e-17,-2.3852447794681098e-18,7.177418381854039e-17,2.7755575615628914e-17,0.0,0.0,-2.7755575615628914e-17,5.551115123125783e-17,0.0,2.7755575615628914e-17,-6.938893903907228e-18,2.7755575615628914e-17,0.0
y000029,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019854906253473914,-0.0020018716533508063,-0.0019854906253473636,-0.0019432247014706527,0.0,-0.001985490625347447,-0.001985490625347447,-0.0019166116501700692,-0.0020584270735047056,-0.00187518735812717,-0.0019140070802993196,4.163336342344337e-17,-0.0018751873581270562,-0.0019166116501699582
y000030,2-oxo-4-methyl-3-carboxypentanoate decarboxylation,-0.0028960662280429535,-0.009843404236900239,-0.0027532416786078514,-0.0019957709423830006,-0.14681624713076494,-0.0027532416786114483,-0.0028960662280425745,-2.710505431213761e-17,4.336808689942018e-18,2.3852447794681098e-18,-2.3852447794681098e-18,-0.27274309832190446,0.0,0.0,0.0,8.673617379884035e-19,1.4094628242311558e-18,7.589415207398531e-19,6.938893903907228e-18,0.0,0.0
y000032,"3',5'-bisphosphate nucleotidase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000033,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000034,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000035,"3',5'-cyclic-nucleotide phosphodiesterase",-1.235990476633475e-17,-4.336808689942018e-18,-1.1275702593849246e-17,5.854691731421724e-18,1.0408340855860843e-17,1.734723475976807e-18,1.214306433183765e-17,-8.673617379884035e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.589415207398531e-19,1.367622458279923e-18,8.105802215088568e-19,0.0,0.0,0.0
y000036,"3',5'-cyclic-nucleotide phosphodiesterase",-0.012046118309092135,-0.0121878161701095,-0.011452043006797252,-0.01198572560392308,-0.011957834272553147,-0.011452043006797807,-0.01204611830909219,-0.009927453126736818,-0.010009358266754032,-0.009927453126736707,-0.009716123507353236,-0.009752063031752078,-0.009927453126736818,-0.009927453126736818,-0.009583058250849985,-0.01029213536752327,-0.00937593679063542,-0.009570035401496646,-0.009352895759669577,-0.009375936790635697,-0.00958305825084993
y000037,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000038,"3,4-dihydroxy-2-butanone-4-phosphate synthase",6.505213034913027e-19,-1.3010426069826053e-18,3.2526065174565133e-18,2.6020852139652106e-18,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.589415207398531e-19,-3.67101017696884e-19,-5.678151647954672e-20,0.0,0.0,0.0
y000039,3-dehydroquinate dehydratase,-1.5178830414797062e-18,8.673617379884035e-19,-2.6020852139652106e-18,1.0842021724855044e-18,0.0,-1.734723475976807e-18,1.734723475976807e-18,-5.204170427930421e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000040,3-dehydroquinate synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000041,3-dehydrosphinganine reductase,-0.5349422547789108,-0.24407203754252885,-0.5955062363535214,-0.532260344387028,-0.5310217502350034,-0.5955062363534903,-0.5349422547789089,-0.9480638316408599,-0.955885706988399,-0.9480638316408632,-0.9609168419784339,-0.9313142178819195,-0.9480638316408672,-0.9480638316408672,-1.024421260569244,-0.9478974336405969,-1.034158327257696,-1.0230291283916135,-1.0147817076075323,-1.0341583272576704,-1.024421260569253
y000042,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,-0.013826596621864539,-0.017500253610761095,-0.013144713930932578,-0.012871501583912719,-0.15766666944994215,-0.013144713930936493,-0.013826596621864144,-0.0019854906253473532,-0.0020018716533508063,-0.0019854906253473636,-0.0019432247014706527,-0.2766439235346053,-0.001985490625347308,-0.001985490625347308,-0.0019166116501699304,-0.0020584270735047316,-0.001875187358127195,-0.0019140070802990405,-0.2715557166445485,-0.0018751873581271394,-0.0019166116501700414
y000045,3-hydroxy-L-kynurenine hydrolase,0.0,-3.469446951953614e-18,3.469446951953614e-18,6.938893903907228e-18,0.0,0.0,0.0,-6.938893903907228e-18,1.3877787807814457e-17,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,1.3877787807814457e-17
y000057,3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),0.0,0.0,3.469446951953614e-18,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,0.0,0.0,0.0,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,-2.7755575615628914e-17,0.0
y000058,"3-hydroxyanthranilate 3,4-dioxygenase",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.589415207398531e-19,1.367622458279923e-18,8.105802215088568e-19,0.0,0.0,0.0
y000060,3-isopropylmalate dehydratase,-1.5178830414797062e-18,8.673617379884035e-19,-2.6020852139652106e-18,1.0842021724855044e-18,3.469446951953614e-18,-1.734723475976807e-18,1.734723475976807e-18,8.673617379884035e-18,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
y000061,3-isopropylmalate dehydrogenase,0.0,0.0,0.0,0.0,-6.938893903907228e-18,0.0,0.0,1.3877787807814457e-17,0.0,-1.3877787807814457e-17,6.938893903907228e-17,0.0,-1.3877787807814457e-17,-1.3877787807814457e-17,-1.3877787807814457e-17,7.589415207398531e-19,1.367622458279923e-18,8.105802215088568e-19,0.0,0.0,0.0
y000062,3-methyl-2-oxobutanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.589415207398531e-19,-1.367622458279923e-18,-8.105802215088568e-19,0.0,0.0,0.0
y000063,3-methyl-2-oxobutanoate hydroxymethyltransferase,-0.09440818915285819,-0.03281395235848382,-0.10222205159912488,-0.0948206536654791,-0.09371628693117107,-0.10222205159911207,-0.09440818915285791,-0.22311752353278325,-0.21695083856024133,-0.22311752353278524,-0.22419760670747832,-0.2269773166514265,-0.2231175235327863,-0.2231175235327863,-0.22112715252671372,-0.21278784029646747,-0.22197342833093991,-0.2208266528824504,-0.22516909483489092,-0.22197342833093825,-0.22112715252671095
y000064,3-methyl-2-oxopentanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000065,3-phosphoshikimate 1-carboxyvinyltransferase,3.469446951953614e-18,0.0,-3.469446951953614e-18,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18
y000066,4-amino-4-deoxychorismate synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,-2.7755575615628914e-17,-2.7755575615628914e-17,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.0,0.0,0.0
y000067,4-aminobenzoate synthase,-0.14500411722687598,-0.08989829901040551,-0.15170828300282768,-0.14516292119188196,-4.85722573273506e-17,-0.15170828300281558,-0.14500411722687573,-0.28161934297843483,-0.27460073843343724,-0.28161934297843616,-0.28210181636190035,0.0,-0.28161934297843827,-0.28161934297843827,-0.2782383464784784,-0.27069413844358436,-0.2784753236811209,-0.27786023586120684,0.0,-0.27847532368112027,-0.2782383464784772
y000068,4-aminobutyrate transaminase,0.0,0.0,0.0,0.0,0.0,-0.007209759988906522,-0.011955978805538392,-0.0039709812506948106,-0.004003743306701696,-0.003970981250694922,-0.0019432247014700144,-0.003900825212701353,-0.003970981250694672,-0.003970981250694672,-0.009583058250850124,-0.006175281220514167,-0.0075007494325100565,-0.011484042481795242,-0.01309405406353703,4.163336342344337e-17,-1.3877787807814457e-17
y000069,4-hydroxy-L-threonine synthase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000072,4-methyl-2-oxopentanoate decarboxylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.589415207398531e-19,-1.367622458279923e-18,-8.105802215088568e-19,0.0,0.0,0.0
y000073,4PP-IP5 depyrophosphorylation to IP6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
y000074,"4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",-0.002231175830541221,-0.005312437440651796,-0.002121141508945712,-0.002219989924786725,-0.002214823906751817,-0.002121141508945712,-0.002231175830541221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000075,5'-methylthioadenosine phosphorylase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
y000076,5'-nucleotidase (CMP),-0.012046118309092219,-0.012187816170109472,-0.011452043006797502,-0.01198572560392308,-0.011957834272553092,-0.011452043006797807,-0.012046118309092135,-0.005956471876042091,-0.006005614960052474,-0.005956471876042091,-0.0058296741044119305,-0.005851237819051336,-0.0059564718760421465,-0.0059564718760421465,-0.005749834950509902,-0.006175281220513917,-0.005625562074381307,-0.005742021240897954,-0.005611737455801735,-0.005625562074381363,-0.005749834950510013
y000077,5'-nucleotidase (IMP),-0.014277294139633436,-0.017500253610761164,-0.013573184515743042,-0.014205715528709738,-0.014172658179304916,-0.013573184515743405,-0.014277294139633388,-0.009927453126736836,-0.010009358266753976,-0.009927453126736596,-0.00971612350735307,-0.009752063031752078,-0.009927453126736818,-0.009927453126736818,-0.00958305825084993,-0.010292135367523214,-0.009375936790635364,-0.009570035401496702,-0.009352895759669577,-0.009375936790635642,-0.00958305825084993
y000078,5'-nucleotidase (UMP),-0.012046118309092219,-0.012187816170109472,-0.011452043006797447,-0.011985725603923136,-0.01195783427255312,-0.011452043006797863,-0.012046118309092163,-0.005956471876042091,-0.006005614960052419,-0.005956471876042035,-0.0058296741044119305,-0.00585123781905128,-0.005956471876042091,-0.005956471876042091,-0.005749834950509958,-0.006175281220513973,-0.005625562074381307,-0.005742021240897899,-0.005611737455801735,-0.005625562074381418,-0.005749834950509958
y000079,5'-phosphoribosylformyl glycinamidine synthetase,2.7755575615628914e-17,-3.0531133177191805e-16,-4.996003610813204e-16,4.996003610813204e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,0.0
y000080,"5,10-methylenetetrahydrofolate reductase (NADPH)",0.0,0.0,8.673617379884035e-19,0.0,0.0,0.0,0.0,1.734723475976807e-18,1.734723475976807e-18,-4.336808689942018e-19,0.0,0.0,0.0,0.0,0.0,-1.5178830414797062e-18,-2.735244916559846e-18,-1.6211604430177136e-18,0.0,0.0,0.0
y000081,5-aminolevulinate synthase,3.198396408832238e-17,-1.235990476633475e-17,-5.5294310796760726e-18,1.2902005852577503e-17,-4.0440741033709315e-17,-1.0842021724855044e-19,6.5052130349130266e-18,-1.3227266504323154e-17,-2.3418766925686896e-17,2.3852447794681098e-18,-1.6263032587282567e-17,-2.7755575615628914e-17,0.0,0.0,2.7755575615628914e-17,8.673617379884035e-19,1.4094628242311558e-18,-2.699663409488906e-17,6.938893903907228e-18,-2.7755575615628914e-17,0.0
